id,_summary_path,wall_time_sec,epoch,train_loss,mse_u,mse_f,mse_bd,train_mse_norm,rl2_train,rl2_train_global,rl2_train_mean_per_sample,rl2_train_std_per_sample,rl2_train_sem_per_sample,n_train_samples_for_rl2
3c463471-c8a0-4de9-8414-3029b9570efb,/metadata/final_summary,5242.364658355713,20000.0,0.019351989030838013,0.0004368856025394052,0.0033848844468593597,0.0003127335221506655,0.0010284269228577614,0.018537205067651014,0.018537205067651014,0.017090629786252975,0.007524115485664295,0.0023793342312843154,10.0
