id,_summary_path,wall_time_sec,epoch,train_loss,mse_u,mse_f,mse_bd,train_mse_norm,rl2_train,rl2_train_global,rl2_train_mean_per_sample,rl2_train_std_per_sample,rl2_train_sem_per_sample,n_train_samples_for_rl2
d368e83a-b5b1-4a07-b575-5a7165166d34,/metadata/final_summary,4553.876397371292,20000.0,0.017408384010195732,0.0023129351902753115,0.004689850844442844,0.005728760734200478,0.005111998878419399,0.04127682184938813,0.04127682184938813,0.030859007267281413,0.028895524635058692,0.009137567203229115,10.0
