id,_summary_path,wall_time_sec,epoch,train_loss,mse_u,mse_f,mse_bd,train_mse_norm,rl2_train,rl2_train_global,rl2_train_mean_per_sample,rl2_train_std_per_sample,rl2_train_sem_per_sample,n_train_samples_for_rl2
6daf68b0-976e-4734-8708-db4587d4e458,/metadata/final_summary,4549.995077610016,20000.0,0.03199634701013565,0.002438476076349616,0.0004510573053266853,6.701745587633923e-05,0.009441673755645752,0.08806835854287384,0.08806835854287384,0.07882327418774367,0.059416434769979716,0.01878912643199586,10.0
