id,_summary_path,wall_time_sec,epoch,train_loss,mse_u,mse_f,mse_bd,train_mse_norm,rl2_train,rl2_train_global,rl2_train_mean_per_sample,rl2_train_std_per_sample,rl2_train_sem_per_sample,n_train_samples_for_rl2
e16cef4b-274b-4f55-bc53-5f2e88f48b92,/metadata/final_summary,4512.72381734848,20000.0,0.02735069952905178,0.0031067414674907923,0.0006566051742993295,3.517454388202168e-05,0.010782322846353054,0.09487847485733716,0.09487847485733716,0.08499183282256126,0.051484819586961224,0.016280929481764687,10.0
