Equation,Model,Zero-shot (L2 Error),ACC Time (ms),FT after 50 epochs,ACC Time (50 epochs),FT after 250 epochs,ACC Time (250 epochs),FT after 500 epochs,ACC Time (500 epochs),FT after 750 epochs,ACC Time (750 epochs),FT after 1000 epochs,ACC Time (1000 epochs)
Burgers,Hyper-LR-PINN,1.1564 ± 0.77,26.84,1.0806 ± 0.62,23.70,0.8851 ± 0.42,30.30,0.8475 ± 0.36,37.25,0.8384 ± 0.33,23.91,0.8355 ± 0.33,24.26
