Equation,Model,Zero-shot (L2 Error),ACC Time (ms),FT after 50 epochs,ACC Time (50 epochs),FT after 250 epochs,ACC Time (250 epochs),FT after 500 epochs,ACC Time (500 epochs),FT after 750 epochs,ACC Time (750 epochs),FT after 1000 epochs,ACC Time (1000 epochs)
Allen Cahn,Hyper-LR-PINN,0.1930 ± 0.12,27.77,0.1873 ± 0.12,23.15,0.1798 ± 0.10,30.63,0.1904 ± 0.10,23.08,0.1959 ± 0.10,36.34,0.1990 ± 0.10,36.14
