id,_summary_path,wall_time_sec,epoch,train_loss,mse_u,mse_f,mse_bd,train_mse_norm,rl2_train,rl2_train_global,rl2_train_mean_per_sample,rl2_train_std_per_sample,rl2_train_sem_per_sample,n_train_samples_for_rl2
0ae468d9-ae2b-4980-8af9-c3f4ef4bd118,/metadata/final_summary,4570.997805356979,20000.0,0.011045617051422596,0.005797955673187971,0.001287280349060893,0.0002611418894957751,0.03705039620399475,0.1924778103862191,0.1924778103862191,0.18583156317472457,0.04439516581049698,0.014038984106200561,10.0
