id,_summary_path,wall_time_sec,epoch,train_loss,mse_u,mse_f,mse_bd,train_mse_norm,rl2_train,rl2_train_global,rl2_train_mean_per_sample,rl2_train_std_per_sample,rl2_train_sem_per_sample,n_train_samples_for_rl2
7351d713-3766-4f1d-8c17-d9a649801f56,/metadata/final_summary,4569.322372913361,20000.0,0.03419497609138489,0.0036028095055371523,0.0007410148391500115,7.336239650612697e-05,0.012041694484651089,0.10089308057778906,0.10089308057778906,0.07313716188073158,0.07024390954611702,0.02221307459205742,10.0
