Equation,Model,Zero-shot (L2 Error),ACC Time (ms),FT after 50 epochs,ACC Time (50 epochs),FT after 250 epochs,ACC Time (250 epochs),FT after 500 epochs,ACC Time (500 epochs),FT after 750 epochs,ACC Time (750 epochs),FT after 1000 epochs,ACC Time (1000 epochs)
Burgers,Hyper-LR-PINN,1.0610 ± 0.69,46.40,0.9955 ± 0.60,65.91,0.9007 ± 0.37,39.39,0.8742 ± 0.27,40.79,0.8669 ± 0.24,58.83,0.8658 ± 0.24,23.30
