id,_summary_path,wall_time_sec,epoch,train_loss,mse_u,mse_f,mse_bd,train_mse_norm,rl2_train,rl2_train_global,rl2_train_mean_per_sample,rl2_train_std_per_sample,rl2_train_sem_per_sample,n_train_samples_for_rl2
a29fe181-5a50-46db-9bfd-d5a73964b895,/metadata/final_summary,4576.66320848465,20000.0,0.025407666340470314,0.004781660623848438,0.0015544368652626872,0.0003447526542004198,0.020835895091295242,0.14434147667041705,0.14434147667041705,0.13601041287183763,0.06700952690686991,0.021190272995604664,10.0
